2025-05-22,12044840,Absent,19:18
2025-05-22,12044772,Present,19:19
2025-05-22,12044719,Present,19:26
2025-05-22,12043494,Absent,19:26
2025-05-22,12042244,Absent,19:27
2025-05-22,12000001,Present,19:27
2025-05-22,12000002,Present,19:27
2025-05-22,12000003,Present,19:28
2025-05-22,12000004,Absent,19:28
2025-05-22,12000005,Present,19:29
2025-05-24,12044719,Present,11:28
2025-05-24,12000006,Present,13:09
2025-05-24,12044719,Present,13:33
2025-05-24,12044719,Present,13:51
2025-05-24,12044719,Present,13:51
2025-05-24,12044840,Present,15:24
2025-05-24,12000002,Absent,15:24
2025-05-24,12000009,Absent,15:24
2025-05-24,12000001,Present,15:24
2025-05-24,12000004,Absent,15:24
2025-05-24,12000005,Present,15:24
2025-05-24,12042244,Absent,15:24
2025-05-24,12000003,Absent,15:24
2025-05-24,12000010,Absent,15:24
2025-05-24,12044719,Present,15:24
2025-05-24,12044772,Present,15:24
2025-05-24,12043494,Absent,15:24
2025-05-24,12044840,Present,15:25
2025-05-24,12000002,Absent,15:25
2025-05-24,12000001,Absent,15:25
2025-05-24,12000004,Present,15:25
2025-05-24,12000005,Present,15:25
2025-05-24,12042244,Absent,15:25
2025-05-24,12000003,Present,15:25
2025-05-24,12044719,Absent,15:25
2025-05-24,12044772,Present,15:25
2025-05-24,12043494,Absent,15:25
2025-05-24,12044840,Present,15:27
2025-05-24,12000002,Absent,15:27
2025-05-24,12000001,Present,15:27
2025-05-24,12000004,Present,15:27
2025-05-24,12000005,Present,15:27
2025-05-24,12042244,Present,15:27
2025-05-24,12000003,Present,15:27
2025-05-24,12044719,Absent,15:27
2025-05-24,12044772,Absent,15:27
2025-05-24,12043494,Absent,15:27
2025-05-24,12044840,Present,15:28
2025-05-24,12000002,Present,15:28
2025-05-24,12000001,Absent,15:28
2025-05-24,12000004,Present,15:28
2025-05-24,12000005,Present,15:28
2025-05-24,12042244,Absent,15:28
2025-05-24,12000003,Present,15:28
2025-05-24,12044719,Present,15:28
2025-05-24,12044772,Absent,15:28
2025-05-24,12043494,Present,15:28
2025-05-24,12044840,Absent,15:29
2025-05-24,12000002,Absent,15:29
2025-05-24,12000001,Absent,15:29
2025-05-24,12000004,Present,15:29
2025-05-24,12000005,Present,15:29
2025-05-24,12042244,Absent,15:29
2025-05-24,12000003,Absent,15:29
2025-05-24,12044719,Present,15:29
2025-05-24,12044772,Absent,15:29
2025-05-24,12043494,Present,15:29
2025-05-24,12044840,Present,15:29
2025-05-24,12000002,Absent,15:29
2025-05-24,12000001,Absent,15:29
2025-05-24,12000004,Present,15:29
2025-05-24,12000005,Absent,15:29
2025-05-24,12042244,Present,15:29
2025-05-24,12000003,Present,15:29
2025-05-24,12044719,Absent,15:29
2025-05-24,12044772,Present,15:29
2025-05-24,12043494,Absent,15:29
2025-05-24,12044840,Present,15:55
2025-05-24,12000002,Absent,15:55
2025-05-24,12000001,Present,15:55
2025-05-24,12000004,Absent,15:55
2025-05-24,12000005,Present,15:55
2025-05-24,12042244,Absent,15:55
2025-05-24,12000003,Absent,15:55
2025-05-24,12044719,Present,15:55
2025-05-24,12044772,Absent,15:55
2025-05-24,12043494,Absent,15:55
2025-05-24,12044840,Present,15:55
2025-05-24,12000002,Present,15:55
2025-05-24,12000001,Absent,15:55
2025-05-24,12000004,Present,15:55
2025-05-24,12000005,Absent,15:55
2025-05-24,12042244,Present,15:55
2025-05-24,12000003,Absent,15:55
2025-05-24,12044719,Present,15:55
2025-05-24,12044772,Absent,15:55
2025-05-24,12043494,Present,15:55
2025-05-24,12000011,Absent,15:57
2025-05-24,12044840,Absent,15:57
2025-05-24,12000002,Absent,15:57
2025-05-24,12000001,Absent,15:57
2025-05-24,12000004,Absent,15:57
2025-05-24,12000005,Absent,15:57
2025-05-24,12042244,Absent,15:57
2025-05-24,12000003,Absent,15:57
2025-05-24,12044719,Absent,15:57
2025-05-24,12044772,Absent,15:57
2025-05-24,12043494,Absent,15:57
2025-05-24,12044840,Absent,16:03
2025-05-24,12000002,Absent,16:03
2025-05-24,12000001,Absent,16:03
2025-05-24,12000004,Absent,16:03
2025-05-24,12000005,Absent,16:03
2025-05-24,12042244,Absent,16:03
2025-05-24,12000003,Absent,16:03
2025-05-24,12044719,Present,16:03
2025-05-24,12044772,Absent,16:03
2025-05-24,12043494,Absent,16:03
2025-05-24,12044840,Present,17:49
2025-05-24,12000002,Present,17:49
2025-05-24,12000001,Present,17:49
2025-05-24,12000004,Absent,17:49
2025-05-24,12000005,Present,17:49
2025-05-24,12042244,Absent,17:49
2025-05-24,12000003,Present,17:49
2025-05-24,12044719,Present,17:49
2025-05-24,12044772,Present,17:49
2025-05-24,12043494,Absent,17:49
2025-05-24,12044840,Absent,17:50
2025-05-24,12000002,Absent,17:50
2025-05-24,12000001,Absent,17:50
2025-05-24,12000004,Present,17:50
2025-05-24,12000005,Absent,17:50
2025-05-24,12042244,Present,17:50
2025-05-24,12000003,Absent,17:50
2025-05-24,12044719,Absent,17:50
2025-05-24,12044772,Present,17:50
2025-05-24,12043494,Absent,17:50
2025-05-24,12044840,Absent,17:50
2025-05-24,12000002,Present,17:50
2025-05-24,12000001,Absent,17:50
2025-05-24,12000004,Present,17:50
2025-05-24,12000005,Present,17:50
2025-05-24,12042244,Present,17:50
2025-05-24,12000003,Absent,17:50
2025-05-24,12044719,Present,17:50
2025-05-24,12044772,Absent,17:50
2025-05-24,12043494,Present,17:50
2025-05-24,12044840,Absent,17:50
2025-05-24,12000002,Present,17:50
2025-05-24,12000001,Present,17:50
2025-05-24,12000004,Present,17:50
2025-05-24,12000005,Absent,17:50
2025-05-24,12042244,Present,17:50
2025-05-24,12000003,Absent,17:50
2025-05-24,12044719,Present,17:50
2025-05-24,12044772,Present,17:50
2025-05-24,12043494,Absent,17:50
2025-05-24,12044840,Absent,17:51
2025-05-24,12000002,Present,17:51
2025-05-24,12000001,Present,17:51
2025-05-24,12000004,Present,17:51
2025-05-24,12000005,Absent,17:51
2025-05-24,12042244,Absent,17:51
2025-05-24,12000003,Absent,17:51
2025-05-24,12044719,Present,17:51
2025-05-24,12044772,Absent,17:51
2025-05-24,12043494,Present,17:51
2025-05-24,12000011,Absent,17:51
2025-05-24,12044840,Present,17:51
2025-05-24,12000002,Absent,17:51
2025-05-24,12000001,Present,17:51
2025-05-24,12000004,Absent,17:51
2025-05-24,12000005,Present,17:51
2025-05-24,12042244,Present,17:51
2025-05-24,12000003,Absent,17:51
2025-05-24,12044719,Absent,17:51
2025-05-24,12044772,Present,17:51
2025-05-24,12043494,Absent,17:51
2025-05-24,12044840,Present,17:51
2025-05-24,12000002,Absent,17:51
2025-05-24,12000001,Absent,17:51
2025-05-24,12000004,Present,17:51
2025-05-24,12000005,Absent,17:51
2025-05-24,12042244,Absent,17:51
2025-05-24,12000003,Present,17:51
2025-05-24,12044719,Absent,17:51
2025-05-24,12044772,Present,17:51
2025-05-24,12043494,Absent,17:51
2025-05-24,12044840,Present,17:52
2025-05-24,12000002,Absent,17:52
2025-05-24,12000001,Present,17:52
2025-05-24,12000004,Absent,17:52
2025-05-24,12000005,Present,17:52
2025-05-24,12042244,Absent,17:52
2025-05-24,12000003,Absent,17:52
2025-05-24,12044719,Present,17:52
2025-05-24,12044772,Present,17:52
2025-05-24,12043494,Absent,17:52
2025-05-24,12044840,Absent,17:53
2025-05-24,12000002,Present,17:53
2025-05-24,12000001,Present,17:53
2025-05-24,12000004,Present,17:53
2025-05-24,12000005,Present,17:53
2025-05-24,12042244,Absent,17:53
2025-05-24,12000003,Present,17:53
2025-05-24,12044719,Absent,17:53
2025-05-24,12044772,Present,17:53
2025-05-24,12043494,Absent,17:53
2025-05-24,12044840,Present,17:53
2025-05-24,12000002,Present,17:53
2025-05-24,12000001,Absent,17:53
2025-05-24,12000004,Present,17:53
2025-05-24,12000005,Absent,17:53
2025-05-24,12042244,Present,17:53
2025-05-24,12000003,Absent,17:53
2025-05-24,12044719,Present,17:53
2025-05-24,12044772,Absent,17:53
2025-05-24,12043494,Present,17:53
2025-05-24,12044840,Present,17:54
2025-05-24,12000002,Present,17:54
2025-05-24,12000001,Absent,17:54
2025-05-24,12000004,Present,17:54
2025-05-24,12000005,Absent,17:54
2025-05-24,12042244,Present,17:54
2025-05-24,12000003,Absent,17:54
2025-05-24,12044719,Present,17:54
2025-05-24,12044772,Absent,17:54
2025-05-24,12043494,Present,17:54
